loss,arch,optimizer,batch_size,lr,max_step,source_folder,curvature_figure,bimodality_figure,bimodality_precond_figure,drift_figure
MSE,MLP,Muon,128,0.001,79999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260524_0006_21_Muon_lr0.001_b128_momentum-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/Muon/curvature_Muon_lr0.001_b128_momentum-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/Muon/histograms_Muon_lr0.001_b128_momentum-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/Muon/tangent_drift_Muon_lr0.001_b128_momentum-0.9.png
MSE,MLP,Muon,32,0.001,79999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2355_46_Muon_lr0.001_b32_momentum-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/Muon/curvature_Muon_lr0.001_b32_momentum-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/Muon/histograms_Muon_lr0.001_b32_momentum-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/Muon/tangent_drift_Muon_lr0.001_b32_momentum-0.9.png
MSE,MLP,Muon,8192,0.001,79999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260524_0004_55_Muon_lr0.001_b8192_momentum-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/Muon/curvature_Muon_lr0.001_b8192_momentum-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/Muon/histograms_Muon_lr0.001_b8192_momentum-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/Muon/tangent_drift_Muon_lr0.001_b8192_momentum-0.9.png
MSE,MLP,Muon,8,0.001,79999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2355_45_Muon_lr0.001_b8_momentum-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/Muon/curvature_Muon_lr0.001_b8_momentum-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/Muon/histograms_Muon_lr0.001_b8_momentum-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/Muon/tangent_drift_Muon_lr0.001_b8_momentum-0.9.png
MSE,MLP,RMSProp,1024,3e-05,79999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2356_48_RMSProp_lr3e-05_b1024_beta2-0.99,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/RMSProp/curvature_RMSProp_lr3e-05_b1024_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/RMSProp/histograms_RMSProp_lr3e-05_b1024_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/RMSProp/histograms_RMSProp_lr3e-05_b1024_beta2-0.99_precond.png,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/RMSProp/tangent_drift_RMSProp_lr3e-05_b1024_beta2-0.99.png
MSE,MLP,RMSProp,128,3e-05,79999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2355_56_RMSProp_lr3e-05_b128_beta2-0.99,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/RMSProp/curvature_RMSProp_lr3e-05_b128_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/RMSProp/histograms_RMSProp_lr3e-05_b128_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/RMSProp/histograms_RMSProp_lr3e-05_b128_beta2-0.99_precond.png,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/RMSProp/tangent_drift_RMSProp_lr3e-05_b128_beta2-0.99.png
MSE,MLP,RMSProp,32,3e-05,79999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2356_46_RMSProp_lr3e-05_b32_beta2-0.99,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/RMSProp/curvature_RMSProp_lr3e-05_b32_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/RMSProp/histograms_RMSProp_lr3e-05_b32_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/RMSProp/histograms_RMSProp_lr3e-05_b32_beta2-0.99_precond.png,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/RMSProp/tangent_drift_RMSProp_lr3e-05_b32_beta2-0.99.png
MSE,MLP,RMSProp,8192,3e-05,79999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2355_46_RMSProp_lr3e-05_b8192_beta2-0.99,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/RMSProp/curvature_RMSProp_lr3e-05_b8192_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/RMSProp/histograms_RMSProp_lr3e-05_b8192_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/RMSProp/histograms_RMSProp_lr3e-05_b8192_beta2-0.99_precond.png,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/RMSProp/tangent_drift_RMSProp_lr3e-05_b8192_beta2-0.99.png
MSE,MLP,RMSProp,8,3e-05,79999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2355_55_RMSProp_lr3e-05_b8_beta2-0.99,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/RMSProp/curvature_RMSProp_lr3e-05_b8_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/RMSProp/histograms_RMSProp_lr3e-05_b8_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/RMSProp/histograms_RMSProp_lr3e-05_b8_beta2-0.99_precond.png,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/RMSProp/tangent_drift_RMSProp_lr3e-05_b8_beta2-0.99.png
MSE,MLP,SGD-Momentum,1024,0.002,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2355_27_SGD-Momentum_lr0.002_b1024_beta-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD-Momentum/curvature_SGD-Momentum_lr0.002_b1024_beta-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD-Momentum/histograms_SGD-Momentum_lr0.002_b1024_beta-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD-Momentum/tangent_drift_SGD-Momentum_lr0.002_b1024_beta-0.9.png
MSE,MLP,SGD-Momentum,128,0.002,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2357_01_SGD-Momentum_lr0.002_b128_beta-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD-Momentum/curvature_SGD-Momentum_lr0.002_b128_beta-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD-Momentum/histograms_SGD-Momentum_lr0.002_b128_beta-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD-Momentum/tangent_drift_SGD-Momentum_lr0.002_b128_beta-0.9.png
MSE,MLP,SGD-Momentum,32,0.002,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2356_22_SGD-Momentum_lr0.002_b32_beta-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD-Momentum/curvature_SGD-Momentum_lr0.002_b32_beta-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD-Momentum/histograms_SGD-Momentum_lr0.002_b32_beta-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD-Momentum/tangent_drift_SGD-Momentum_lr0.002_b32_beta-0.9.png
MSE,MLP,SGD-Momentum,8192,0.002,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2356_09_SGD-Momentum_lr0.002_b8192_beta-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD-Momentum/curvature_SGD-Momentum_lr0.002_b8192_beta-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD-Momentum/histograms_SGD-Momentum_lr0.002_b8192_beta-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD-Momentum/tangent_drift_SGD-Momentum_lr0.002_b8192_beta-0.9.png
MSE,MLP,SGD-Momentum,8,0.002,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2356_18_SGD-Momentum_lr0.002_b8_beta-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD-Momentum/curvature_SGD-Momentum_lr0.002_b8_beta-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD-Momentum/histograms_SGD-Momentum_lr0.002_b8_beta-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD-Momentum/tangent_drift_SGD-Momentum_lr0.002_b8_beta-0.9.png
MSE,MLP,SGD-Nesterov,1024,0.002,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2356_45_SGD-Nesterov_lr0.002_b1024_beta-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD-Nesterov/curvature_SGD-Nesterov_lr0.002_b1024_beta-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD-Nesterov/histograms_SGD-Nesterov_lr0.002_b1024_beta-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD-Nesterov/tangent_drift_SGD-Nesterov_lr0.002_b1024_beta-0.9.png
MSE,MLP,SGD-Nesterov,128,0.002,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2356_44_SGD-Nesterov_lr0.002_b128_beta-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD-Nesterov/curvature_SGD-Nesterov_lr0.002_b128_beta-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD-Nesterov/histograms_SGD-Nesterov_lr0.002_b128_beta-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD-Nesterov/tangent_drift_SGD-Nesterov_lr0.002_b128_beta-0.9.png
MSE,MLP,SGD-Nesterov,32,0.002,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2358_06_SGD-Nesterov_lr0.002_b32_beta-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD-Nesterov/curvature_SGD-Nesterov_lr0.002_b32_beta-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD-Nesterov/histograms_SGD-Nesterov_lr0.002_b32_beta-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD-Nesterov/tangent_drift_SGD-Nesterov_lr0.002_b32_beta-0.9.png
MSE,MLP,SGD-Nesterov,8192,0.002,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2356_44_SGD-Nesterov_lr0.002_b8192_beta-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD-Nesterov/curvature_SGD-Nesterov_lr0.002_b8192_beta-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD-Nesterov/histograms_SGD-Nesterov_lr0.002_b8192_beta-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD-Nesterov/tangent_drift_SGD-Nesterov_lr0.002_b8192_beta-0.9.png
MSE,MLP,SGD-Nesterov,8,0.002,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2356_09_SGD-Nesterov_lr0.002_b8_beta-0.9,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD-Nesterov/curvature_SGD-Nesterov_lr0.002_b8_beta-0.9.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD-Nesterov/histograms_SGD-Nesterov_lr0.002_b8_beta-0.9.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD-Nesterov/tangent_drift_SGD-Nesterov_lr0.002_b8_beta-0.9.png
MSE,MLP,SGD,128,0.005,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260522_2025_52_SGD_lr0.005_b128,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD/curvature_SGD_lr0.005_b128.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD/histograms_SGD_lr0.005_b128.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD/tangent_drift_SGD_lr0.005_b128.png
MSE,MLP,SGD,8192,0.005,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2355_47_SGD_lr0.005_b8192,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD/curvature_SGD_lr0.005_b8192.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD/histograms_SGD_lr0.005_b8192.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD/tangent_drift_SGD_lr0.005_b8192.png
MSE,MLP,SGD,1024,0.02,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2359_19_SGD_lr0.02_b1024,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD/curvature_SGD_lr0.02_b1024.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD/histograms_SGD_lr0.02_b1024.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD/tangent_drift_SGD_lr0.02_b1024.png
MSE,MLP,SGD,32,0.02,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2355_45_SGD_lr0.02_b32,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD/curvature_SGD_lr0.02_b32.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD/histograms_SGD_lr0.02_b32.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD/tangent_drift_SGD_lr0.02_b32.png
MSE,MLP,SGD,8,0.02,39999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp/20260523_2355_45_SGD_lr0.02_b8,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/MLP/SGD/curvature_SGD_lr0.02_b8.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/MLP/SGD/histograms_SGD_lr0.02_b8.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/MLP/SGD/tangent_drift_SGD_lr0.02_b8.png
MSE,ViT,SGD,128,0.0035,149999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_vit/20260523_2358_36_SGD_lr0.0035_b128,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/MSE/ViT/SGD/curvature_SGD_lr0.0035_b128.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/ViT/SGD/histograms_SGD_lr0.0035_b128.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/MSE/ViT/SGD/tangent_drift_SGD_lr0.0035_b128.png
CE,MLP,SGD,8,0.03,19999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp_ce_bsweep/20260525_1841_55_SGD_lr0.03_b8,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/CE/MLP/SGD/curvature_SGD_lr0.03_b8.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/CE/MLP/SGD/histograms_SGD_lr0.03_b8.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/CE/MLP/SGD/tangent_drift_SGD_lr0.03_b8.png
CE,MLP,SGD,1024,0.12,19999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp_ce_bsweep/20260525_1841_57_SGD_lr0.12_b1024,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/CE/MLP/SGD/curvature_SGD_lr0.12_b1024.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/CE/MLP/SGD/histograms_SGD_lr0.12_b1024.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/CE/MLP/SGD/tangent_drift_SGD_lr0.12_b1024.png
CE,MLP,SGD,8192,0.15,19999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp_ce_bsweep/20260525_1841_55_SGD_lr0.15_b8192,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/CE/MLP/SGD/curvature_SGD_lr0.15_b8192.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/CE/MLP/SGD/histograms_SGD_lr0.15_b8192.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/CE/MLP/SGD/tangent_drift_SGD_lr0.15_b8192.png
CE,MLP,SGD,128,0.18,19999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp_ce_bsweep/20260525_1841_56_SGD_lr0.18_b128,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/CE/MLP/SGD/curvature_SGD_lr0.18_b128.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/CE/MLP/SGD/histograms_SGD_lr0.18_b128.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/CE/MLP/SGD/tangent_drift_SGD_lr0.18_b128.png
CE,MLP,SGD,32,0.1,19999,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_mlp_ce_bsweep/20260525_1841_56_SGD_lr0.1_b32,/n/home06/mwalden/eoss/marc_files/curvature_results/curvature_failure_sweep/CE/MLP/SGD/curvature_SGD_lr0.1_b32.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/CE/MLP/SGD/histograms_SGD_lr0.1_b32.png,,/n/home06/mwalden/eoss/marc_files/curvature_results/drift_sweep/CE/MLP/SGD/tangent_drift_SGD_lr0.1_b32.png
MSE,SSTTransformer,SGD,32,0.02,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_0249_02_SGD_lr0.02_b32,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD/histograms_SGD_lr0.02_b32.png,,
MSE,SSTTransformer,SGD,8,0.02,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_0249_24_SGD_lr0.02_b8,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD/histograms_SGD_lr0.02_b8.png,,
MSE,SSTTransformer,SGD,128,0.02,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_0511_05_SGD_lr0.02_b128,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD/histograms_SGD_lr0.02_b128.png,,
MSE,SSTTransformer,SGD,1024,0.02,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_0600_13_SGD_lr0.02_b1024,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD/histograms_SGD_lr0.02_b1024.png,,
MSE,SSTTransformer,SGD-Momentum,8,0.002,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_0719_56_SGD-Momentum_lr0.002_b8_beta-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD-Momentum/histograms_SGD-Momentum_lr0.002_b8_beta-0.9.png,,
MSE,SSTTransformer,SGD-Momentum,32,0.002,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_0809_27_SGD-Momentum_lr0.002_b32_beta-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD-Momentum/histograms_SGD-Momentum_lr0.002_b32_beta-0.9.png,,
MSE,SSTTransformer,SGD-Momentum,128,0.002,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_1024_25_SGD-Momentum_lr0.002_b128_beta-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD-Momentum/histograms_SGD-Momentum_lr0.002_b128_beta-0.9.png,,
MSE,SSTTransformer,SGD-Momentum,1024,0.002,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_1045_38_SGD-Momentum_lr0.002_b1024_beta-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD-Momentum/histograms_SGD-Momentum_lr0.002_b1024_beta-0.9.png,,
MSE,SSTTransformer,SGD-Nesterov,8,0.002,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_1134_57_SGD-Nesterov_lr0.002_b8_beta-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD-Nesterov/histograms_SGD-Nesterov_lr0.002_b8_beta-0.9.png,,
MSE,SSTTransformer,SGD-Nesterov,32,0.002,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_1150_11_SGD-Nesterov_lr0.002_b32_beta-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD-Nesterov/histograms_SGD-Nesterov_lr0.002_b32_beta-0.9.png,,
MSE,SSTTransformer,SGD-Nesterov,128,0.002,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_1420_00_SGD-Nesterov_lr0.002_b128_beta-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD-Nesterov/histograms_SGD-Nesterov_lr0.002_b128_beta-0.9.png,,
MSE,SSTTransformer,SGD-Nesterov,1024,0.002,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_1435_17_SGD-Nesterov_lr0.002_b1024_beta-0.9,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/SGD-Nesterov/histograms_SGD-Nesterov_lr0.002_b1024_beta-0.9.png,,
MSE,SSTTransformer,Adam,8,3e-05,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_1518_38_Adam_lr3e-05_b8_beta1-0.9_beta2-0.99,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Adam/histograms_Adam_lr3e-05_b8_beta1-0.9_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Adam/histograms_Adam_lr3e-05_b8_beta1-0.9_beta2-0.99_precond.png,
MSE,SSTTransformer,Adam,32,3e-05,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_1542_42_Adam_lr3e-05_b32_beta1-0.9_beta2-0.99,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Adam/histograms_Adam_lr3e-05_b32_beta1-0.9_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Adam/histograms_Adam_lr3e-05_b32_beta1-0.9_beta2-0.99_precond.png,
MSE,SSTTransformer,Adam,128,3e-05,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_1625_54_Adam_lr3e-05_b128_beta1-0.9_beta2-0.99,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Adam/histograms_Adam_lr3e-05_b128_beta1-0.9_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Adam/histograms_Adam_lr3e-05_b128_beta1-0.9_beta2-0.99_precond.png,
MSE,SSTTransformer,Adam,1024,3e-05,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_1745_08_Adam_lr3e-05_b1024_beta1-0.9_beta2-0.99,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Adam/histograms_Adam_lr3e-05_b1024_beta1-0.9_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/Adam/histograms_Adam_lr3e-05_b1024_beta1-0.9_beta2-0.99_precond.png,
MSE,SSTTransformer,RMSProp,8,3e-05,49999,/n/holylabs/LABS/kdbrantley_lab/Lab/mwalden/results/SST_opt_batch_sweep/20260503_1858_21_RMSProp_lr3e-05_b8_beta2-0.99,,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/RMSProp/histograms_RMSProp_lr3e-05_b8_beta2-0.99.png,/n/home06/mwalden/eoss/marc_files/curvature_results/bimodality_sweep/MSE/SSTTransformer/RMSProp/histograms_RMSProp_lr3e-05_b8_beta2-0.99_precond.png,
