cell,optn,beta,batch,lr,steps_measured,status,diverged,n_window,kappa_raw,r1_dxu,omega_star_over_pi,gain,kappa_spec,kappa_spec_ci_lo,kappa_spec_ci_hi,kappa_drift,stationary,res_limited,kappa_spec_fixed,kappa_spec_h1,kappa_spec_h2,gbs_med,gbs_q25,gbs_q75,gbs_mean,gbs_n,gbs_over_kspec,death_step,healthy_frac,n_healthy,kappa_spec_fullwin,gbs_med_fullwin,halves_agree,ok,why
L_nest_b256_beta0.9_s0,SGD-Nesterov,0.9,256,0.007,18000,done,False,12906,1.4242792205810548,-0.9857511161136946,0.9695030933886752,1.5031131824386246,2.140852871928793,2.127969395157295,2.1453372719212997,-0.003072598676227223,True,False,2.1005038383088683,2.1400728889852183,2.1313297673448295,1.8159207434812217,1.5966843104784119,2.010514464749766,1.786301755545364,12679,0.8482230457271802,17406,0.955925925925926,12679,2.140766736929983,1.7978664508631597,True,True,
L_nest_b256_beta0.9_s1,SGD-Nesterov,0.9,256,0.007,18000,done,False,10131,1.428538116455078,-0.9783294381148511,0.9684377464758256,1.4957141565801215,2.1366846839961626,2.1353454342005325,2.1378978248898317,0.0044607314753912775,True,False,2.107095304859838,2.1367967125938305,2.137624767770877,1.85342093518374,1.6376165156332787,2.052235232881423,1.826100984292018,10028,0.8674283805495133,14631,0.7611111111111111,10028,2.1368432409038443,1.726950756185189,True,True,
L_nest_b512_beta0.9_s0,SGD-Nesterov,0.9,512,0.008,16000,done,False,8996,1.3916736450195313,-0.989130911835864,0.9780784091492813,1.4879718165458704,2.0707711616187248,2.0656139424034885,2.0751676967276387,-0.0024214233594729295,True,False,2.0509697605586577,2.0707937200651223,2.066117131483834,1.9397665538205402,1.8103802615768219,2.053478089103387,1.9167273259115702,8982,0.9367363182246665,12996,0.7725,8982,2.0708998333091477,1.8616600210571488,True,True,
L_nest_b512_beta0.9_s1,SGD-Nesterov,0.9,512,0.008,16000,done,False,10754,1.3911883544921875,-0.9941650489813618,0.9856840487193844,1.4858417946955769,2.067085801398258,2.063209910066609,2.0686536691405375,0.001532559350421847,True,False,2.05125973748144,2.0670877531212173,2.064814654890309,1.9332283193749875,1.7899014415373617,2.0491662564207713,1.8968300115120107,10726,0.9352433837372769,14754,0.9333333333333333,10726,2.0673791787373634,1.909050399414405,True,True,
L_nest_b8_beta0.9_s0,SGD-Nesterov,0.9,8,0.002,30000,done,False,22000,0.3748651580810547,0.03482676564062317,0.49419901023168067,1.816379205056993,0.6808972778388301,0.677973917844993,0.6858168944502858,-0.06809419649010062,True,False,0.7279420928079711,0.6790369482846281,0.6864175564062746,0.4554932705078326,0.36382716154856365,0.5806353744733785,0.49290746589129203,22000,0.6689603341543229,,1.0,22000,0.6808972778388301,0.4554932705078326,True,True,
L_nest_b8_beta0.9_s1,SGD-Nesterov,0.9,8,0.002,30000,done,False,22000,0.37487852478027345,0.021743655479442712,0.49691439534291804,1.8162137814572714,0.6808595430783039,0.6797085658713613,0.6854669164774613,-0.06769735708627489,True,False,0.7322716595136413,0.678886299653881,0.6868666494940618,0.45515387848600114,0.36151519166022367,0.5840080681770757,0.4926579583412196,22000,0.6684989336099458,,1.0,22000,0.6808595430783039,0.45515387848600114,True,True,
A2_adam_b2048_s0,Adam,0.9,2048,0.001,30000,done,False,10000,37.02193359375,-0.44067914034305683,0.602697783410619,0.007444086247476681,0.2755944667202293,0.21548512256108063,0.5331853727945686,0.01127364458661484,True,False,1.9841291909344538,0.27915493936680214,0.3206360682701749,2.0211458105899176,1.8626220669244886,2.1825491270922903,2.497762224478754,10000,7.333767744479758,,1.0,10000,0.2755944667202293,2.0211458105899176,True,True,
A2_adam_b2048_s1,Adam,0.9,2048,0.001,30000,done,False,10000,37.116054687500004,-0.4106435415214086,0.6154223430637137,0.008403859026173178,0.31191809120148417,0.2336195989522434,0.44393993716338204,0.009541612993108517,True,False,1.983144976093981,0.43451329039103576,0.2591424627294532,2.0274195999141686,1.8685399154903992,2.1902833317619486,2.5500609917025074,10000,6.499846136223476,,1.0,10000,0.31191809120148417,2.0274195999141686,False,True,
A2_b2048_beta0.9_s0,SGD-Momentum,0.9,2048,0.0065,30000,done,False,10000,2.9357680053710937,-0.902738507534992,0.8663784117710773,0.5394875633231067,1.5838103276995883,1.5807397835331738,1.5863332837940483,0.004773310193788793,True,False,1.583644954383423,1.5848232515862284,1.5808938958595868,0.15451630705672886,0.08526239107034311,0.24191965499760756,0.16988627455927516,9946,0.09755985571905994,,0.9946,9946,1.5838103276995883,0.15375050415711447,True,True,
A2_b2048_beta0.9_s1,SGD-Momentum,0.9,2048,0.0065,30000,done,False,10000,3.3045532455444335,-0.957428117073364,0.9094195106003147,0.531999972090417,1.7580222344009357,1.7558528147884864,1.7598328768994635,0.005179482631182841,True,False,1.7580106535748883,1.7605148917030424,1.7551658172267717,0.45805767805447684,0.2070847952282991,0.6912704316725732,0.4621962996135143,9983,0.2605528355052715,,0.9983,9983,1.7580222344009357,0.4574515386708836,True,True,
